# particle_number, x, y, function_value
62,  1.96640122, -1.44804748, -1.163432904711272
63,  2.09860139, -1.8718043 , -0.9998964543251283
64,  2.3337943 , -2.21363444, -0.9819339824032192
65,  2.30988511, -2.1274477 , -0.9628765986506773
66,  2.52999494, -1.9238839 , -0.919673601789768
67,  3.05150412, -2.29579784, -1.1493448958157126
68,  2.90694934, -1.02766118, -1.3822299263137365
69,  1.92024664, -2.30957871, -1.1708728708138418
70,  2.42502486, -1.88966703, -0.9218025544097909
71,  2.12751424, -2.00844964, -0.9941920161019162
72,  2.35325445, -2.22684598, -0.9831198106678574
73,  3.08805603, -1.20160134, -1.3357238251931376
74,  3.04728976, -2.50640665, -1.2525660822907563
75,  2.46396564, -1.27276498, -1.116299654825679
76,  3.06653419, -1.8598261 , -1.0802259993913694
77,  3.08721316, -1.84112251, -1.0930814611766737
78,  2.29624717, -2.3486729 , -1.0403498277851575
79,  2.28106215, -1.83955875, -0.9447319956505735
80,  2.76552863, -1.69491432, -0.9752213277788587
81,  2.01575791, -1.71081035, -1.0540800949689022
82,  2.52641373, -2.57322297, -1.1459019595508955
83,  2.83503694, -1.32379629, -1.1410687667094617
84,  2.11001412, -2.08380747, -1.0118756191362064
85,  2.42707708, -1.29438058, -1.104984849896136
86,  2.64982699, -1.10139134, -1.249050494920994
87,  1.35561089, -1.48951681, -1.6579999789963478
88,  2.43303636, -2.31847543, -1.0087414422362595
89,  1.64571112, -1.64418578, -1.3165637385764362
90,  2.68680989, -2.37525351, -1.0493204484579695
91,  1.9772363 , -1.58490534, -1.1052218007940788
92,  1.65018762, -1.88202719, -1.2801905829732538
93,  2.31576001, -1.31038424, -1.109734094217115
94,  2.96725542, -1.10323152, -1.3455223532838003
95,  2.22237649, -2.08203202, -0.9740437670720713
96,  3.08844295, -1.31141093, -1.2652896316969657
97,  2.0350003 , -1.90617639, -1.0270699690987792
98,  2.62013701, -2.03157614, -0.9348111239080373
99,  2.69727682, -1.8692347 , -0.9388708575042249
0,  3.0686618 , -1.76029437, -1.090385483671375
1,  3.20492961, -0.80866678, -1.762905506614
2,  1.53514409, -2.39180382, -1.5053474996584806
3,  2.36594213, -2.02988996, -0.9363599903003983
4,  2.53241634, -2.78295972, -1.3092728739377728
5,  2.75887046, -1.51366164, -1.0270741574453977
6,  2.83666015, -1.85467501, -0.9766357406069155
7,  2.36086265, -1.94451268, -0.9296088241881946
8,  2.21294956, -1.48644537, -1.0456512269638352
9,  2.25848141, -1.3881635 , -1.0790924469628034
10,  2.01255399, -1.86168961, -1.038474183448573
11,  2.84964055, -2.07478539, -0.9953377566865621
12,  2.30199526, -2.24584059, -0.9983443270604548
13,  1.79645803, -2.08538232, -1.1836074909194885
14,  2.52311585, -2.11049117, -0.9413589711632107
15,  2.51902295, -1.94369881, -0.9200742625116277
16,  1.64007966, -1.75113951, -1.2997497493611643
17,  2.66708229, -1.65002186, -0.9641413135893631
18,  2.70730615, -1.30705286, -1.1162196087134753
19,  2.31339963, -1.85427034, -0.9373939833450564
20,  3.39950585, -2.29889148, -1.403051127264565
21,  2.06345575, -1.51328937, -1.088996530774804
22,  1.86428801, -1.24544501, -1.3352245178465256
23,  2.98244496, -2.03922558, -1.0450069846468495
24,  2.79285863, -2.09043393, -0.9799541616809158
25,  3.04663443, -2.60215884, -1.3148566559015933
26,  2.45869276, -2.4566527 , -1.074722790449849
27,  2.79517831, -1.41531743, -1.0799622470897376
28,  2.13787579, -1.96670481, -0.9867302697349324
29,  2.33102833, -2.5849591 , -1.1677987282235671
30,  2.64131534, -1.94863114, -0.9301060392315804
31,  2.57268496, -1.84729367, -0.9229690633846973
32,  2.87501938, -2.437721  , -1.1338302353733265
33,  2.46475736, -2.24021313, -0.977432041236084
34,  3.29768472, -1.79949864, -1.2421392504106858
35,  3.39707187, -2.40253491, -1.4475781723759107
36,  2.14646522, -1.57582314, -1.033977271977985
37,  2.25609902, -1.79999883, -0.9536824942265624
38,  3.11767449, -2.24018126, -1.1675610632996551
39,  3.17638402, -1.02351641, -1.5317979471964456
40,  2.64753804, -2.18046876, -0.9691536321533555
41,  2.20637288, -2.72074314, -1.2988566262250956
42,  2.67933438, -1.13703823, -1.226074276017961
43,  3.22567628, -1.3546899 , -1.3309231213660484
44,  2.26980392, -1.95637255, -0.947022582458672
45,  2.05148617, -2.59569624, -1.261517487595483
46,  2.02871535, -1.12954776, -1.3267914670311414
47,  2.40507841, -1.51855014, -0.9961955854079795
48,  2.58173172, -1.56531341, -0.9782861266805846
49,  2.77965862, -1.28644374, -1.146268647834178
50,  2.91898794, -1.82459793, -1.0095567149387172
51,  3.03795984, -1.7821535 , -1.0705828244870168
52,  2.66286196, -2.40337359, -1.0588930277793458
53,  2.66636914, -2.17903514, -0.9717081840563367
54,  1.78617247, -2.46982339, -1.3360627484009635
55,  2.9894671 , -1.29783232, -1.2200305103390867
56,  2.75729508, -1.64919302, -0.9834909841599303
57,  2.8306524 , -2.43460773, -1.1165067510349425
58,  2.00739527, -1.36687477, -1.1823794979435904
59,  2.16627294, -1.83171404, -0.9769568931299256
60,  2.05123752, -1.42992144, -1.1301193423058589
61,  1.94092713, -1.21177602, -1.3120458934205004
62,  1.76640122, -1.67069855, -1.2143116994148988
63,  2.29860139, -2.0718043 , -0.9539775923948007
64,  2.1337943 , -2.41363444, -1.1179020109424067
65,  2.10988511, -2.3274477 , -1.086389118204502
66,  2.72999494, -2.1238839 , -0.9704493699490306
67,  2.84373418, -2.49579784, -1.1555026595586317
68,  2.67129781, -1.34905199, -1.0853818571784994
69,  1.72024664, -2.10957871, -1.244907800391922
70,  2.62502486, -2.08966703, -0.9447409325043574
71,  1.92751424, -2.20844964, -1.1303790961042868
72,  2.15325445, -2.42684598, -1.1178381183860635
73,  2.88805603, -1.40360396, -1.1174367872523454
74,  3.24728976, -2.30640665, -1.2807427047255726
75,  2.66396564, -1.07276498, -1.2745397856092706
76,  2.80655088, -1.6598261 , -0.9947670031848591
77,  3.28721316, -2.04112251, -1.2387485953497976
78,  2.52603207, -2.11348297, -0.9420648562059045
79,  2.08106215, -1.63955875, -1.0406078147017568
80,  2.56552863, -1.89491432, -0.9210984660084771
81,  1.81575791, -1.91081035, -1.153090582901589
82,  2.32641373, -2.37322297, -1.0459746199910565
83,  3.03503694, -1.12379629, -1.3633168966023097
84,  1.91001412, -1.88380747, -1.0931112994733825
85,  2.62707708, -1.54964379, -0.988387562903214
86,  2.44982699, -1.32100785, -1.0878131525204817
87,  1.5847658 , -1.68951681, -1.359916941588462
88,  2.63303636, -2.51847543, -1.119043800161605
89,  1.44571112, -1.84418578, -1.476258670743679
90,  2.88680989, -2.11785607, -1.0174801099789352
91,  1.7772363 , -1.83205387, -1.182440557098994
92,  1.85018762, -1.68202719, -1.1538226700158134
93,  2.11576001, -1.51038424, -1.0686589391651728
94,  2.73797184, -1.30323152, -1.1253201421473749
95,  2.02237649, -2.28203202, -1.1059748724273122
96,  3.28844295, -1.51141093, -1.3052604066885931
97,  2.2350003 , -2.10617639, -0.9753053073270568
98,  2.42013701, -1.83157614, -0.9244684942299704
99,  2.49727682, -1.6692347 , -0.9455685533771967
0,  2.8686618 , -1.56029437, -1.0445942504709251
1,  3.00492961, -1.00866678, -1.443652940890277
2,  1.33514409, -2.19180382, -1.6399579184171165
3,  2.16594213, -1.82988996, -0.9771935735600512
4,  2.73241634, -2.58295972, -1.1791641989954587
5,  2.55887046, -1.31366164, -1.0925677377507836
6,  3.03666015, -2.05467501, -1.0749027730200087
7,  2.16086265, -1.74451268, -0.988533759571314
8,  2.01294956, -1.68644537, -1.0603503896725
9,  2.05848141, -1.1881635 , -1.269763463610669
10,  2.21255399, -1.66168961, -0.9886470596028314
11,  2.64964055, -2.27478539, -1.0003667237541944
12,  2.10199526, -2.04584059, -1.008777158129472
13,  1.59645803, -2.28538232, -1.401392350409454
14,  2.72311585, -1.91049117, -0.9438839061230654
15,  2.71902295, -1.74369881, -0.9551390897731972
16,  1.90543588, -1.95113951, -1.0969994070708549
17,  2.46708229, -1.85002186, -0.9207292282871086
18,  2.90730615, -1.10705286, -1.316270266859925
19,  2.11339963, -2.05427034, -1.0055681249410229
20,  3.19950585, -2.03902322, -1.173256478082364
21,  1.86345575, -1.71328937, -1.1389632558083553
22,  2.06428801, -1.44544501, -1.1171711218095768
23,  2.72062204, -2.23922558, -1.0008125728491177
24,  2.99285863, -2.29043393, -1.1166126730270944
25,  2.80181819, -2.27962287, -1.0365424070847409
26,  2.65869276, -2.6566527 , -1.2177918823974347
27,  2.99517831, -1.72397761, -1.057031255506916
28,  1.93787579, -2.16670481, -1.1124960729369937
29,  2.53102833, -2.7849591 , -1.3109962125481522
30,  2.84131534, -1.74863114, -0.9886428781073192
31,  2.77268496, -2.04729367, -0.9669647895136414
32,  3.07501938, -2.637721  , -1.3563783102678333
33,  2.26475736, -1.94777924, -0.9477495114168685
34,  3.49768472, -1.59949864, -1.4617764653982663
35,  3.06891708, -2.60253491, -1.327549501280882
36,  1.94646522, -1.77582314, -1.0798488565469335
37,  2.45609902, -1.99999883, -0.9249020640584669
38,  2.85880801, -2.01039315, -0.9894034506054722
39,  2.97638402, -1.22351641, -1.2612244250858418
40,  2.84753804, -2.38046876, -1.0947549922974906
41,  2.00637288, -2.52074314, -1.233433422919651
42,  2.47933438, -0.93703823, -1.3827997546101445
43,  3.02567628, -1.59120392, -1.1047838183920007
44,  2.46980392, -2.15637255, -0.9522578779976899
45,  2.26670835, -2.39569624, -1.069008411140071
46,  2.22871535, -1.32954776, -1.1184440902127353
47,  2.20507841, -1.71855014, -0.9788899317445153
48,  2.78173172, -1.36531341, -1.1015697886463334
49,  2.97965862, -1.08644374, -1.3649116245506705
50,  2.68557286, -2.02459793, -0.9439194978363702
51,  3.23795984, -1.5821535 , -1.2417440920093366
52,  2.86286196, -2.20337359, -1.0307907019415672
53,  2.44183065, -2.37903514, -1.035367702954297
54,  2.06077528, -2.26982339, -1.0837823785691503
55,  2.7894671 , -1.62604747, -0.9983591291553723
56,  2.55729508, -1.8494151 , -0.9218593123107759
57,  2.6306524 , -2.63460773, -1.1972978169050257
58,  1.80739527, -1.16687477, -1.427525489724538
59,  1.96627294, -1.63171404, -1.0973594960149036
60,  1.85123752, -1.22992144, -1.3538875507928116
61,  2.16973175, -1.41177602, -1.0926584188144264
62,  1.96640122, -1.87069855, -1.0617316521924869
63,  2.49860139, -2.2718043 , -0.9880587304644729
64,  1.9337943 , -2.61363444, -1.3338700394815939
65,  1.90988511, -2.5274477 , -1.2899016377583266
66,  2.92999494, -2.3238839 , -1.1012251381082931
67,  2.64373418, -2.29579784, -1.0075962557354734
68,  2.47129781, -1.60947551, -0.9615526818936719
69,  1.52024664, -1.90957871, -1.3989427299700017
70,  2.82502486, -2.28966703, -1.047679310598924
71,  2.12751424, -2.40844964, -1.1175718721271035
72,  1.95325445, -2.62684598, -1.3325564261042693
73,  2.68805603, -1.60360396, -0.9805463737945557
74,  3.04728976, -2.10640665, -1.090003424158253
75,  2.86396564, -1.27276498, -1.1818859091802723
76,  2.58196348, -1.4598261 , -1.0191740691148947
77,  3.08721316, -2.24112251, -1.1495304649223728
78,  2.72603207, -1.91348297, -0.9445746777676222
79,  2.28106215, -1.43955875, -1.0489084955181602
80,  2.36552863, -2.09491432, -0.9469756042380951
81,  2.01575791, -2.11081035, -1.0584042354263428
82,  2.12641373, -2.15511981, -1.0212649427280833
83,  3.23503694, -0.92379629, -1.6655650264951571
84,  2.11001412, -1.68380747, -1.018352629142224
85,  2.82707708, -1.76313322, -0.9817944999048075
86,  2.24982699, -1.57119274, -1.0042889082310773
87,  1.80772466, -1.88951681, -1.1586160520924034
88,  2.83303636, -2.31847543, -1.061955984678968
89,  1.64571112, -2.04418578, -1.2942380499154305
90,  2.68680989, -1.91785607, -0.9365469194675508
91,  1.5772363 , -2.03205387, -1.3534040723339777
92,  2.20553293, -1.48202719, -1.049644597251983
93,  1.91576001, -1.74483842, -1.101644273017595
94,  2.53054425, -1.59780318, -0.9650664680362026
95,  1.82237649, -2.48203202, -1.3179059777825528
96,  3.48844295, -1.76229034, -1.4169302376151371
97,  2.4350003 , -2.30617639, -1.003540645555334
98,  2.22013701, -1.63157614, -0.9941258645519029
99,  2.29727682, -1.4692347 , -1.0322662492501677
0,  2.6686618 , -1.36029437, -1.0788030172704746
1,  2.80492961, -1.32440549, -1.131084090258975
2,  1.13514409, -1.99180382, -1.8545683371757524
3,  1.96594213, -1.62988996, -1.0980271568197035
4,  2.93241634, -2.29579686, -1.0907580567809787
5,  2.35887046, -1.51366164, -1.0035259722570926
6,  3.23666015, -2.25467501, -1.2531698054331015
7,  1.96086265, -1.54451268, -1.1274586949544325
8,  1.81294956, -1.88644537, -1.1550495523811644
9,  1.85848141, -0.9881635 , -1.5404344802585341
10,  2.41255399, -1.46168961, -1.0188199357570893
11,  2.44964055, -2.47478539, -1.0853956908218265
12,  1.90199526, -1.84584059, -1.099209989198489
13,  1.39645803, -2.48538232, -1.6991772098994193
14,  2.92311585, -1.71049117, -1.0264088410829197
15,  2.91902295, -1.54369881, -1.0702039170347661
16,  2.1867463 , -2.15113951, -0.9995379991184513
17,  2.26708229, -2.05002186, -0.9573171429848538
18,  3.10730615, -0.90705286, -1.5963209250063746
19,  1.91339963, -2.25427034, -1.153742266536989
20,  2.95670071, -1.83902322, -1.0250853867603515
21,  2.06345575, -1.91328937, -1.0143122794877564
22,  2.26875207, -1.65184767, -0.9764661254532214
23,  2.51817554, -2.43922558, -1.0644858234211017
24,  3.19285863, -2.49043393, -1.3332711843732727
25,  2.60168982, -1.99821644, -0.9289321776804622
26,  2.85869276, -2.4566527 , -1.1381998950223249
27,  2.79517831, -1.94908208, -0.9637081764803473
28,  2.13787579, -2.36670481, -1.0934121931900889
29,  2.73102833, -2.5849591 , -1.1802100584486461
30,  3.04131534, -1.54863114, -1.1271797169830575
31,  2.97268496, -2.24729367, -1.0909605156425852
32,  3.27501938, -2.437721  , -1.3638379860639462
33,  2.06475736, -1.74777924, -1.0252421906666642
34,  3.29768472, -1.39949864, -1.362339792516031
35,  2.83294548, -2.40253491, -1.1006355456109034
36,  2.14646522, -1.97582314, -0.9843065284778776
37,  2.65609902, -2.19999883, -0.9761216338903711
38,  2.65074249, -1.81039315, -0.9343148760265307
39,  2.69266948, -1.48787706, -1.0224219565792079
40,  3.04753804, -2.18046876, -1.1081688497931084
41,  1.80637288, -2.18756731, -1.2008453052623898
42,  2.27933438, -1.14348061, -1.2294459832099425
43,  2.74227459, -1.79120392, -0.954205314889504
44,  2.66980392, -2.35637255, -1.0374931735367077
45,  2.46670835, -2.12756081, -0.9453846623317479
46,  2.42871535, -1.52954776, -0.9900967133943289
47,  2.00507841, -1.91855014, -1.0415842780810505
48,  2.98173172, -1.56531341, -1.0909788150866095
49,  2.77965862, -1.28644374, -1.146268647834178
50,  2.48557286, -2.22459793, -0.9717245109934788
51,  3.43795984, -1.3821535 , -1.4929053595316557
52,  3.06286196, -1.9991941 , -1.0822650609648958
53,  2.24183065, -2.57903514, -1.1828086015348425
54,  2.37163248, -2.01812095, -0.9341539236623159
55,  2.57245641, -1.8734732 , -0.921915333992094
56,  2.35729508, -2.0494151 , -0.9402833165425252
57,  2.4306524 , -2.83460773, -1.358088882775109
58,  2.00739527, -1.36687477, -1.1823794979435904
59,  1.76627294, -1.43171404, -1.297762098899881
60,  1.65123752, -1.42992144, -1.3896243353765685
61,  2.41124813, -1.61796391, -0.9626491599968917
62,  2.234037  , -2.07069855, -0.9688756898742517
63,  2.69860139, -2.4718043 , -1.1021398685341448
64,  1.7337943 , -2.81363444, -1.629838068020781
65,  2.10988511, -2.7274477 , -1.3373681998274958
66,  3.12999494, -2.1238839 , -1.1424473468437655
67,  2.44373418, -2.09579784, -0.9396898519123148
68,  2.27129781, -1.83112931, -0.947462464607584
69,  1.72024664, -1.70957871, -1.2410763164833218
70,  3.02502486, -2.48966703, -1.2306176886934899
71,  2.32751424, -2.20844964, -0.9813847921247326
72,  2.15325445, -2.42684598, -1.1178381183860635
73,  2.48805603, -1.80360396, -0.9236559603367654
74,  2.79933535, -1.90640665, -0.9637598821024951
75,  3.06396564, -1.47276498, -1.1692320327512735
76,  2.38196348, -1.6598261 , -0.9547465935795831
77,  2.81479407, -2.44112251, -1.114892972891461
78,  2.92603207, -1.71348297, -1.0270844993293393
79,  2.48106215, -1.23955875, -1.1372091763345633
80,  2.16552863, -2.29491432, -1.0528527424677128
81,  2.23222998, -2.31081035, -1.0391714964094008
82,  1.92641373, -1.95511981, -1.0849582357622984
83,  3.03503694, -1.12379629, -1.3633168966023097
84,  2.33442167, -1.48380747, -1.0192547341971934
85,  3.02707708, -1.96313322, -1.0598365592570094
86,  2.04982699, -1.80792141, -1.0245056342888192
87,  2.17319698, -2.08951681, -0.9902969515653318
88,  3.03303636, -2.08201819, -1.077567721822118
89,  1.84571112, -2.24418578, -1.192217429087182
90,  2.48680989, -1.71785607, -0.935613728956166
91,  1.7772363 , -2.23205387, -1.23526210604929
92,  2.5354019 , -1.28202719, -1.1105103791805233
93,  2.11576001, -1.94483842, -0.9937639595286254
94,  2.33054425, -1.85048834, -0.9345218605967113
95,  2.02237649, -2.28203202, -1.1059748724273122
96,  3.28844295, -1.96229034, -1.231699716697888
97,  2.6350003 , -2.50617639, -1.1117759837836112
98,  2.02013701, -1.43157614, -1.1437832348738348
99,  2.09727682, -1.2692347 , -1.1989639451231384
0,  2.4686618 , -1.16029437, -1.1930117840700234
1,  2.60399827, -1.55959882, -0.9822828346774075
2,  1.40612969, -1.79180382, -1.523067864466972
3,  2.16594213, -1.42988996, -1.0852375908595127
4,  2.73241634, -2.03471666, -0.9550215011064446
5,  2.15887046, -1.72023684, -0.9932806110138813
6,  3.03666015, -2.45467501, -1.2167727759219338
7,  2.16086265, -1.34451268, -1.1307286884460168
8,  1.61294956, -2.08644537, -1.3297487150898284
9,  2.05848141, -1.1881635 , -1.269763463610669
10,  2.61255399, -1.26168961, -1.1289928119113466
11,  2.24964055, -2.27478539, -1.020510503055652
12,  1.70199526, -1.64584059, -1.2696428202675056
13,  1.19645803, -2.68538232, -2.076962069389385
14,  3.12311585, -1.51049117, -1.1889337760427734
15,  3.11902295, -1.34369881, -1.2652687442963344
16,  2.42873085, -2.35113951, -1.023241607320618
17,  2.06708229, -2.25002186, -1.0739050576825988
18,  2.90730615, -1.10705286, -1.316270266859925
19,  1.71339963, -2.45427034, -1.381916408132955
20,  2.68018497, -1.63902322, -0.9692262836382585
21,  2.26732547, -2.11328937, -0.9687534302070318
22,  2.46875207, -1.85184767, -0.9205860733008586
23,  2.31817554, -2.23922558, -0.9930055991793252
24,  2.99285863, -2.29043393, -1.1166126730270944
25,  2.40168982, -1.79821644, -0.9289509252956423
26,  2.65869276, -2.25130772, -0.9932387848920918
27,  2.59517831, -2.14908208, -0.9544889292018757
28,  2.33787579, -2.56670481, -1.1543283134431839
29,  2.93102833, -2.22931059, -1.066053975573693
30,  3.24131534, -1.34863114, -1.3457165558587953
31,  3.17268496, -2.44729367, -1.2949562417715288
32,  3.07501938, -2.237721  , -1.1412899111694397
33,  1.86475736, -1.54777924, -1.1827348699164595
34,  3.02269564, -1.59949864, -1.1006944307222901
35,  2.63294548, -2.17473759, -0.965516155317722
36,  2.38681488, -2.17582314, -0.9633831717102785
37,  2.85609902, -2.39999883, -1.107341203722275
38,  2.45074249, -1.61039315, -0.9620877482689244
39,  2.44688182, -1.75441906, -0.9309462087116293
40,  2.84753804, -1.98046876, -0.9825674896489737
41,  1.60637288, -1.8801112 , -1.318421031814999
42,  2.07933438, -1.4163911 , -1.1243571012873583
43,  2.52481042, -1.99120392, -0.9234053895309898
44,  2.86980392, -2.55637255, -1.2027284690757252
45,  2.66670835, -1.87184478, -0.9332307283677195
46,  2.62871535, -1.72954776, -0.9417493365759219
47,  1.80507841, -2.11855014, -1.1842786244175854
48,  2.78173172, -1.76531341, -0.9676951531208606
49,  2.57965862, -1.51850006, -0.994882383154617
50,  2.28557286, -2.42459793, -1.0795295241505876
51,  3.23795984, -1.5821535 , -1.2417440920093366
52,  3.26286196, -1.7991941 , -1.2149986337769623
53,  2.04183065, -2.77903514, -1.4102495001153876
54,  2.57163248, -1.81812095, -0.9248562281301037
55,  2.37245641, -2.0734732 , -0.9421186937453447
56,  2.15729508, -2.2494151 , -1.0387073207742743
57,  2.2306524 , -3.03460773, -1.598879948645192
58,  2.24463591, -1.56687477, -1.007030150384138
59,  1.56627294, -1.63171404, -1.390850318283854
60,  1.85123752, -1.66447512, -1.1571208970594327
61,  2.61124813, -1.81796391, -0.9284915663056119
62,  2.434037  , -2.27069855, -0.9898227989986821
63,  2.89860139, -2.2718043 , -1.0674992861149923
64,  1.5337943 , -2.61363444, -1.6403523194281275
65,  2.30988511, -2.5274477 , -1.133855680273671
66,  3.32999494, -1.9238839 , -1.2636695555792377
67,  2.24373418, -1.89579784, -0.9517834480891559
68,  2.07129781, -2.03112931, -1.0194287644272604
69,  1.948532  , -1.50957871, -1.147211399962455
70,  3.22502486, -2.28966703, -1.2576892529499446
71,  2.52751424, -2.00152468, -0.924470679866756
72,  2.35325445, -2.20945308, -0.9775862673516603
73,  2.28805603, -2.00360396, -0.9467655468789746
74,  2.58289748, -1.70640665, -0.9411137231949269
75,  3.26396564, -1.67276498, -1.2365781563222742
76,  2.18196348, -1.86535806, -0.9701121790441712
77,  2.60403165, -2.64112251, -1.198981112266903
78,  3.12603207, -1.51348297, -1.1895943208910558
79,  2.68106215, -1.43955875, -1.04133335728338
80,  1.96552863, -2.49491432, -1.2387298806973304
81,  2.46811813, -2.51081035, -1.1059914025963713
82,  2.12641373, -1.75511981, -0.9992170198108832
83,  2.83406813, -1.42788574, -1.0861852275084702
84,  2.53442167, -1.68380747, -0.9429005627466291
85,  3.22707708, -2.16313322, -1.2178786186092108
86,  1.84982699, -2.00792141, -1.1361245175643828
87,  2.42601315, -2.28951681, -0.9975372338283149
88,  3.23303636, -1.88201819, -1.1877713556959164
89,  2.10056441, -2.44418578, -1.1467820110666103
90,  2.28680989, -1.51785607, -1.0146805384447808
91,  2.03745891, -2.43205387, -1.1674513240142237
92,  2.75013968, -1.48202719, -1.037574099617521
93,  2.31576001, -2.14483842, -0.9658836460396555
94,  2.13054425, -2.05048834, -0.9985106768888312
95,  2.22541666, -2.08203202, -0.9732043675603886
96,  3.00383765, -2.16229034, -1.0802628338379328
97,  2.8350003 , -2.30617639, -1.057540764290162
98,  1.82013701, -1.63157614, -1.186071061273578
99,  1.89727682, -1.4692347 , -1.1933555201584534
0,  2.2686618 , -0.96029437, -1.3872205508695719
1,  2.40399827, -1.76159105, -0.9331252174917253
2,  1.79944092, -1.59180382, -1.211822486794893
3,  2.36594213, -1.22988996, -1.1524480248993214
4,  2.53241634, -1.83471666, -0.921594899817885
5,  1.95887046, -1.92023684, -1.065553885923825
6,  2.83292248, -2.65467501, -1.2591244053409298
7,  2.36086265, -1.54451268, -0.9918037530628981
8,  1.81294956, -2.28644537, -1.2296277008420604
9,  2.38464493, -1.41560538, -1.0429110039664935
10,  2.81255399, -1.46168961, -1.063841531079272
11,  2.04964055, -2.06861489, -1.0345658401932867
12,  1.90199526, -1.44584059, -1.2008737550957769
13,  1.39645803, -2.88538232, -2.013330139124127
14,  3.32311585, -1.31049117, -1.4314587110026267
15,  2.91902295, -1.14369881, -1.29272439261302
16,  2.62873085, -2.15113951, -0.9587598750899943
17,  1.86708229, -2.45002186, -1.2704929723803438
18,  2.70647178, -1.42668179, -1.0522688964130253
19,  1.91339963, -2.65427034, -1.3754504015497362
20,  2.48018497, -1.43902322, -1.0253846458843756
21,  2.46732547, -2.31328937, -1.004876398142888
22,  2.66875207, -2.05184767, -0.944706021148496
23,  2.11817554, -1.99648057, -0.996487743921556
24,  2.76019955, -2.09043393, -0.9709229763239846
25,  2.20168982, -1.59821644, -1.0089696729108217
26,  2.45869276, -2.05130772, -0.9312386895416193
27,  2.39517831, -2.34908208, -1.0252696819234037
28,  2.53787579, -2.76670481, -1.2952444336962787
29,  2.73102833, -1.94902793, -0.9468274458526932
30,  3.44131534, -1.14863114, -1.6442533947345324
31,  2.97268496, -2.64729367, -1.309877984226269
32,  2.78469951, -2.037721  , -0.9689489750344197
33,  1.66475736, -1.34777924, -1.4202275491662542
34,  2.76258932, -1.79949864, -0.9584653695870007
35,  2.43294548, -1.97473759, -0.923979541450655
36,  2.58681488, -2.37582314, -1.0359107756307393
37,  2.65609902, -2.59999883, -1.176121165317005
38,  2.25074249, -1.41039315, -1.0698606205113177
39,  2.24688182, -1.95441906, -0.9524536579780234
40,  2.64753804, -1.78046876, -0.9369661295048385
41,  1.40637288, -1.6801112 , -1.541124215292856
42,  1.87933438, -1.65805313, -1.1408205836419272
43,  2.32481042, -2.19120392, -0.9766840905833403
44,  3.06980392, -2.75637255, -1.4479637646147425
45,  2.86670835, -1.67184478, -1.0122034431622735
46,  2.82871535, -1.92954776, -0.9734019597575143
47,  2.00507841, -2.31855014, -1.1290043340201645
48,  2.58173172, -1.96531341, -0.9244114911551111
49,  2.37965862, -1.71856523, -0.9426388451886144
50,  2.08557286, -2.62459793, -1.267334537307696
51,  3.03795984, -1.7821535 , -1.0705828244870168
52,  3.06286196, -1.5991941 , -1.1225874223364474
53,  2.24183065, -2.57903514, -1.1828086015348425
54,  2.77163248, -1.61812095, -0.9955585325978908
55,  2.17245641, -2.2734732 , -1.0423220534985953
56,  1.95729508, -2.4494151 , -1.217131325006023
57,  2.0306524 , -2.83460773, -1.4658279223697792
58,  2.44463591, -1.76687477, -0.9293322873017752
59,  1.76627294, -1.83171404, -1.1904477153988766
60,  2.10169126, -1.86447512, -0.9988944678344164
61,  2.81124813, -2.01796391, -0.9743339726143316
62,  2.634037  , -2.47069855, -1.0907699081231126
63,  3.09860139, -2.06521916, -1.111749030571807
64,  1.7337943 , -2.39965118, -1.3372997734370893
65,  2.50988511, -2.30879189, -1.002542797238954
66,  3.12999494, -1.7238839 , -1.1328937874199756
67,  2.04373418, -1.69579784, -1.0438770442659966
68,  1.87129781, -2.23112931, -1.1713950642469366
69,  2.15266056, -1.30957871, -1.153559525686317
70,  3.42502486, -2.08966703, -1.364760817206399
71,  2.72751424, -1.80152468, -0.9496685925965331
72,  2.55325445, -2.00758141, -0.926143431280732
73,  2.08805603, -2.20360396, -1.0498751334211835
74,  2.38289748, -1.50640665, -1.0032528971415995
75,  3.06396564, -1.87276498, -1.0783380255386825
76,  1.98196348, -2.06535806, -1.0667910949265729
77,  2.40403165, -2.84112251, -1.366399284104784
78,  3.32603207, -1.71348297, -1.2774973291563287
79,  2.88106215, -1.67090808, -1.0177842698725175
80,  1.76552863, -2.69491432, -1.5046070189269478
81,  2.66811813, -2.31081035, -1.0174529581025153
82,  2.41169071, -1.55511981, -0.9823089724707242
83,  2.63406813, -1.67310117, -0.9536672034819161
84,  2.73442167, -1.88380747, -0.9465463912960644
85,  3.02707708, -2.36313322, -1.1650898456231165
86,  1.64982699, -2.20792141, -1.327743400839946
87,  2.62601315, -2.48951681, -1.1006432252613152
88,  3.43303636, -1.68201819, -1.3779749895697144
89,  2.36646024, -2.64418578, -1.2047612031087906
90,  2.08680989, -1.31785607, -1.1737473479333949
91,  2.23745891, -2.23205387, -1.0085323318480877
92,  2.95013968, -1.68202719, -1.0440074733529383
93,  2.51576001, -2.34483842, -1.0180033325506854
94,  1.93054425, -2.25048834, -1.142499493180951
95,  2.42541666, -1.88203202, -0.9218812948745905
96,  2.74823999, -2.36229034, -1.0566062597844212
97,  3.0350003 , -2.10617639, -1.0833055447967126
98,  1.62013701, -1.84014226, -1.3078094498888315
99,  2.09727682, -1.6692347 , -1.0266578242854827
