# particle_number, x, y, function_value
49,  2.54587828, -1.35759672, -1.0670916010729354
50,  0.5838992 , -3.00081942, -3.3605613683227173
51,  2.89172514, -1.73532861, -1.0092211588068465
52, 1.03928162, 0.44387795, -4.732669547875872
53,  2.75771102, -3.28198816, -1.907091651736693
54,  3.24253284, -3.30313306, -2.1790072405248577
55,  1.61521127, -1.54052924, -1.374973697628639
56,  1.56627113, -0.96066161, -1.7960416356401798
57,  1.77895968, -4.15030472, -3.7108237722444444
58,  1.2001987 , -4.01572347, -4.001823140262813
59,  1.87409871, -2.49234748, -1.2902525148873427
60,  2.58915939, -0.53018232, -1.8611134742530133
61, 1.50024555, 0.01259352, -3.247699989050427
62,  1.65268851, -3.68391623, -2.869085460893345
63,  1.71125933, -0.63723622, -2.027280631863218
64,  1.41828668, -4.56189936, -5.046844490743604
65,  2.55956234, -1.52557019, -0.99081121100167
66, -1.01135134, -4.56692352, -10.63997316931293
67,  2.72622515, -0.41939996, -2.0406156868185734
68,  1.95016218, -0.39679914, -2.1999057636821577
69,  0.94322093, -1.38180337, -2.2649829505992947
70,  3.94905765, -0.6194002 , -2.788790495209955
71,  0.88795702, -2.36903631, -2.3282773505963084
72,  3.56201357, -1.20478566, -1.7245364359592072
73,  0.15852575, -0.66148605, -4.427147773334328
74,  1.52554761, -0.57761667, -2.268066097617932
75,  1.75658761, -2.07559014, -1.2106854740475868
76,  2.67082906, -2.61310127, -1.187786530433666
77,  4.09534538, -1.75092705, -2.2026133484697943
78, -1.45594256, -1.78900292, -8.749839466055295
79,  0.88267303, -1.99045608, -2.2309029424860594
80,  3.20961488, -2.85484798, -1.6265825043953397
81,  3.47533285, -2.38690136, -1.5131120827669973
82,  0.88838362, -2.12151704, -2.2421271026640257
83, -0.31788157, -3.30428563, -5.875175861630549
84,  1.55195635, -2.51366493, -1.556624237488886
85,  1.65323496, -1.26555708, -1.4787029617869067
86,  2.71311772, -1.84202781, -0.9433285021779427
87,  0.9457799 , -1.62898536, -2.163463062117586
88,  0.25237839, -2.96575547, -4.012757347029626
89,  0.5755059 , -0.89954291, -3.271234502725683
90,  0.21614223, -2.98144409, -4.111702333220394
91, -0.26558087, -1.84275141, -4.744796002529547
92,  2.66074879, -2.75134675, -1.2942542613223986
93, -0.87528794, -1.96865404, -6.617579576059567
94,  2.18575992, -1.10133757, -1.2872427852654726
95, 2.35287899, 0.55480787, -3.942801670364872
96,  3.39077023, -3.24564172, -2.221050156248914
97,  2.59752806, -4.9189637 , -5.480765311134125
98,  3.91042889, -3.49104262, -3.1793016691095453
99,  2.10317913, -0.07773807, -2.657991199197501
0,  2.04414002, -2.12142905, -1.0473581046066718
1,  2.83060041, -2.59065139, -1.2120865154231075
2,  1.92595453, -2.9189987 , -1.602881805267498
3,  2.91978996, -1.73398434, -1.0208309365313013
4,  3.1132376 , -2.59328585, -1.347291343196806
5,  0.75641969, -1.52065306, -2.5109267240678177
6,  2.94078089, -2.19634248, -1.059991862765011
7, 2.16679724, 0.05945409, -2.894180742640634
8,  0.52351398, -2.29037338, -2.9483827258254474
9,  1.44978871, -4.31170012, -4.378559150136137
10,  2.18089124, -0.10855918, -2.5744838301561432
11,  3.96076578, -2.07874143, -2.001831118434464
12,  2.94274987, -2.43926756, -1.1623570098126728
13,  2.17097505, -2.17518479, -1.0109305768944188
14,  2.23610695, -1.58400127, -1.0036859038475066
15,  2.03435038, -1.7477998 , -1.0389357660199576
16,  1.71015079, -1.86845107, -1.2313670852296859
17,  2.25523776, -2.23435867, -1.0047906724883486
18,  2.85353146, -2.65946109, -1.2698213537773033
19,  2.36325276, -2.89033391, -1.418669068049817
20,  1.2952637 , -2.50549685, -1.827946521351176
21,  2.10736986, -3.14362885, -1.7693241056338935
22,  2.46527026, -0.9094534 , -1.4101328982433352
23,  1.77762013, -1.91862225, -1.1800282673776126
24,  1.7463091 , -2.58928374, -1.4405195608710568
25,  3.10758833, -3.16173212, -1.899504300051818
26,  0.90723221, -3.60214643, -3.6360443838957295
27,  1.83195114, -2.27807136, -1.2135521468707489
28,  2.80847182, -1.93917447, -0.9672832849908248
29,  1.98907592, -2.02465364, -1.0572295057536119
30,  1.93135886, -2.96977458, -1.6528237340184893
31,  2.79794282, -1.82717116, -0.9659755144756407
32,  1.8964549 , -1.51622198, -1.1747146624752052
33,  1.68487027, -2.31985925, -1.3392976664713832
34,  2.49992508, -2.5098167 , -1.1048767393710959
35,  2.04329037, -1.77083819, -1.031571764496656
36,  1.19020069, -1.8934937 , -1.7767468097127568
37,  1.60973736, -1.99283945, -1.3195318996645424
38,  2.68854048, -1.08448899, -1.2692413918202066
39,  2.12188751, -1.93664964, -0.9910946573850987
40,  2.71378852, -1.1433559 , -1.2280464441840995
41,  2.86588756, -4.10583761, -3.4187351675321285
42,  1.84123892, -2.5755424 , -1.364100382704704
43,  2.63761166, -0.59502227, -1.779890461779704
44,  0.25820045, -2.94696283, -3.9798367350323804
45,  1.62339398, -2.11187029, -1.3256020986239418
46,  3.71865662, -1.45509349, -1.760471408358869
47,  2.22908229, -2.5901098 , -1.1937625065433104
48,  2.45159066, -1.51763857, -0.9932103988030607
49,  2.66527916, -1.95278438, -0.9339902280775685
50,  1.62076766, -2.80188566, -1.7121621585682005
51,  2.5183947 , -1.72788559, -0.9339194011112555
52,  2.0162042 , -0.86504432, -1.5715343562441357
53,  2.64251558, -2.89176988, -1.420897622353439
54,  3.00685722, -3.02512148, -1.6803398301236454
55,  1.84066042, -1.75448929, -1.1468895555355538
56,  2.32657729, -1.9232962 , -0.9342476080087708
57,  2.50056878, -3.62831527, -2.412475536614834
58,  1.41383088, -3.5055413 , -2.7977016498143956
59,  2.49648965, -2.92646854, -1.4457635250052563
60,  2.80630193, -1.71624331, -0.9827322304152658
61,  1.52857876, -1.200918  , -1.6351259705968642
62,  1.88890553, -3.21522339, -1.970563041605826
63,  2.35802431, -1.6123533 , -0.9703873924986022
64,  1.74857488, -4.0198292 , -3.4480963098747752
65,  2.56410241, -2.30396838, -1.002588318625189
66,  0.37870333, -4.0237331 , -5.424009454751101
67,  2.87015636, -1.49554136, -1.069239795269964
68,  2.41448589, -1.55061048, -0.9836313818743333
69,  1.65708536, -2.081541  , -1.2906696446549069
70,  3.46230824, -1.54979958, -1.4432772741274482
71,  1.62540008, -2.38559762, -1.4193035714288538
72,  3.15124887, -1.52507307, -1.2012861803332022
73,  1.35090483, -1.69936175, -1.599276241852098
74,  1.65068215, -1.57188722, -1.3334379356065242
75,  1.96816015, -2.18830155, -1.1019242392453574
76,  2.68166139, -2.62357343, -1.197218213889895
77,  3.60706986, -1.70253299, -1.5512369806868351
78, -0.03809696, -2.56192293, -4.3589776118980055
79,  1.79465644, -2.68552615, -1.4762189620077661
80,  2.88060145, -2.83135489, -1.4250782300504974
81,  3.02700941, -2.84307075, -1.502499209914624
82,  1.47767969, -2.2045039 , -1.4878692519753542
83,  0.9923939 , -2.91481552, -2.570301874538167
84,  2.21158664, -2.9037384 , -1.4642750602979415
85,  2.20034213, -2.2234878 , -1.0161581307019645
86,  2.63016597, -2.22720171, -0.9809406026272985
87,  1.69170336, -1.83188441, -1.247930130972534
88,  1.50854326, -2.72515654, -1.7508734227526608
89,  1.30760246, -1.45334349, -1.7295954931478912
90,  1.40454672, -2.58612396, -1.754330523644057
91,  1.01946035, -1.79468481, -2.020483010606738
92,  2.79034861, -2.41409889, -1.093238526150486
93,  0.50622866, -1.79288151, -2.912237797432339
94,  2.36984379, -2.14176335, -0.9566336118284612
95,  2.10906227, -0.77323837, -1.6301505733100767
96,  2.95667771, -2.83733639, -1.4625155509892909
97,  2.56156503, -4.36696346, -3.9637880083859023
98,  3.42835548, -3.06544757, -2.0289944988631436
99,  2.75584081, -1.31771475, -1.121193851741749
0,  1.96244578, -2.30810589, -1.1466960102761832
1,  2.94262475, -2.55569713, -1.231866229179447
2,  2.08132365, -2.81340709, -1.423739733756333
3,  3.02895784, -2.36180628, -1.165469251436083
4,  2.9173171, -2.4509659, -1.1577970220603362
5,  1.72127971, -1.55980429, -1.2800077368137392
6,  2.71935643, -2.74779753, -1.3023774803318398
7,  2.67251483, -0.93373039, -1.4006576926334993
8,  1.52473516, -2.30008798, -1.4745444803940004
9,  2.21678663, -3.81481872, -2.7923088006365973
10,  2.34870067, -1.08152603, -1.265334092665646
11,  3.5721641 , -2.40145608, -1.6194355596590988
12,  3.09352554, -2.24570998, -1.1548325093478424
13,  2.6589093 , -2.71103932, -1.260457003375202
14,  2.15339372, -1.86550701, -0.9796013734642904
15,  2.1799722 , -2.39045416, -1.0904200726312077
16,  2.46773496, -2.35076402, -1.021053151638434
17,  2.8534755 , -2.31495976, -1.0675067983792328
18,  3.05994148, -2.34211167, -1.1734371292971468
19,  2.63062373, -2.60273565, -1.174388506384079
20,  2.16626661, -2.86922389, -1.4443249973331813
21,  2.63155626, -2.76496329, -1.3016728035513014
22,  2.99804145, -1.7616544 , -1.0525309269210597
23,  2.42589315, -1.99467411, -0.9261660389874391
24,  2.32998614, -2.86128428, -1.395424625518749
25,  2.8196059 , -2.78910107, -1.365262858638645
26,  1.83385367, -3.16466277, -1.940499960351146
27,  1.81643896, -2.58147695, -1.384771803548033
28,  2.61537671, -2.03110045, -0.934188088934972
29,  2.15295821, -1.84409971, -0.9807199575393475
30,  2.48407169, -2.63931179, -1.1923563532386405
31,  2.74573979, -2.34263567, -1.0470957254083297
32,  2.00708227, -2.13541293, -1.0681321015515133
33,  1.80797266, -2.10439938, -1.1792790029751552
34,  2.40508107, -2.83569579, -1.3612066434149783
35,  2.54624338, -2.11620924, -0.9433809759503664
36,  2.05061564, -1.7929947 , -1.0256367517016514
37,  2.28139407, -1.84121538, -0.9445606260173031
38,  2.58694211, -1.90035302, -0.9227180607584132
39,  2.77028835, -2.49347149, -1.1315706342317309
40,  2.593473, -1.948073, -0.9244626409132408
41,  2.61609558, -3.62411066, -2.4119564048719067
42,  2.23705883, -2.5698222 , -1.177838451803991
43,  2.84910139, -1.50074614, -1.059576242763471
44,  1.29763521, -3.11576386, -2.3808199516378523
45,  1.87469059, -1.91646358, -1.1145799872913
46,  3.35162083, -2.1266375 , -1.3072498289509014
47,  2.28262847, -2.49814932, -1.1214550268940968
48,  2.36819763, -2.12169934, -0.9521997657787463
49,  2.71888527, -2.2764581 , -1.013754262712113
50,  2.30565631, -2.59724168, -1.1808962493464494
51,  2.30860311, -1.72355311, -0.9528216715771994
52,  2.62278938, -1.72056511, -0.9425755883451828
53,  2.56728563, -2.57464184, -1.1487730149213902
54,  2.83518722, -2.75925116, -1.344270048840206
55,  2.03107727, -1.87656896, -1.0291573014869266
56,  2.77497326, -2.46228984, -1.1148286134015868
57,  2.90803262, -3.18886315, -1.8327679506404395
58,  1.63679581, -3.08038021, -1.9881479836383669
59,  2.81974029, -3.03888351, -1.6185832803680156
60,  2.90095309, -2.40794477, -1.1283241675308149
61,  1.6324163 , -1.96496702, -1.2973996323145889
62,  2.08105724, -2.83199621, -1.4410035209842977
63,  2.73863996, -2.19239571, -0.9901606751108861
64,  2.00853468, -3.54514864, -2.392964630565664
65,  2.56240866, -2.65937471, -1.209210928358547
66,  1.40011608, -3.54824728, -2.882170410325339
67,  2.91839944, -2.14726158, -1.0370367249020307
68,  2.68599652, -2.24187567, -0.9946753736586025
69,  2.14955192, -2.45202409, -1.1327107621857628
70,  3.12207893, -2.11032611, -1.1345481673153281
71,  2.13487803, -2.33700318, -1.0810814485370108
72,  2.87348938, -1.73065022, -1.00302536543266
73,  2.15616978, -2.3066178 , -1.0607171592535352
74,  1.80019068, -2.16745802, -1.1995719713938837
75,  2.1386798 , -2.21211243, -1.032921761638138
76,  2.65663521, -2.52500117, -1.1265190580926079
77,  3.2562746 , -1.67657259, -1.2298740731998383
78,  1.03790772, -2.92173112, -2.5097626912870137
79,  2.38800741, -2.98809177, -1.5171815514569227
80,  2.66765191, -2.72113767, -1.2701256520284747
81,  2.73783728, -2.99636502, -1.5482299509355713
82,  1.91525751, -2.2098707 , -1.1379103448999888
83,  1.90530673, -2.59638047, -1.3382414546716892
84,  2.61504656, -3.01441791, -1.5465200252705473
85,  2.54074423, -2.72615217, -1.261032282172093
86,  2.57783111, -2.38498821, -1.0395741582074158
87,  2.19930733, -1.94037284, -0.9649615574682803
88,  2.33409084, -2.50362615, -1.114883720600973
89,  1.84605985, -1.80280144, -1.1374811698189282
90,  2.20168891, -2.2891568 , -1.039154791615506
91,  1.91457646, -1.76088658, -1.0999751656294552
92,  2.83808613, -2.1630652 , -1.0106913006476288
93,  1.51035136, -1.6850798 , -1.4317360938588304
94,  2.48718319, -2.70090726, -1.2397468853112408
95,  2.00535486, -1.64943722, -1.0726662909091347
96,  2.68036414, -2.51429698, -1.1238845346301183
97,  2.53759835, -3.86633621, -2.8528843994360744
98,  3.09291108, -2.71620385, -1.4278046697563145
99,  3.09677068, -2.08493171, -1.1141060259884574
0,  2.00629805, -2.30314371, -1.1220717680062533
1,  2.92538921, -2.47738665, -1.1761041959069594
2,  2.21132878, -2.68134994, -1.2658579340154814
3,  3.03871934, -2.59947009, -1.3086769972864318
4,  2.783096, -2.326249, -1.0498543113426018
5,  2.35293423, -1.61021826, -0.9717394319621675
6,  2.61411878, -2.91433136, -1.4398841393119826
7,  2.9473645 , -1.60248747, -1.06326288716005
8,  2.19726093, -2.27333512, -1.0344535589998638
9,  2.68425566, -3.4055086 , -2.069191685907341
10,  2.46306692, -1.724587  , -0.9350054198000782
11,  3.28921177, -2.54346095, -1.437387137535331
12,  3.13443365, -2.10754939, -1.141729937612314
13,  2.86239578, -2.87453925, -1.4594672590756739
14,  2.14107031, -2.03134576, -0.9919796477061599
15,  2.27731819, -2.63177513, -1.2114795513731937
16,  2.90422901, -2.5877953 , -1.2371702676008114
17,  3.08471774, -2.31688656, -1.1767831533384312
18,  3.13400313, -2.12648081, -1.14556529346813
19,  2.77641807, -2.38515823, -1.0748312614352329
20,  2.69830809, -2.99127058, -1.5340373248415788
21,  2.92068588, -2.48532768, -1.1787310857204345
22,  3.2557813 , -2.26830461, -1.2723653597979483
23,  2.80496916, -2.03087452, -0.9740056976724704
24,  2.681926  , -2.93354114, -1.4695907104512744
25,  2.64176902, -2.5111603 , -1.1157462178619444
26,  2.43193088, -2.82638511, -1.3503499191579378
27,  1.88996849, -2.57073792, -1.329952433154353
28,  2.50514877, -2.07342455, -0.9339898258261885
29,  2.28176818, -1.74399312, -0.9549201697923915
30,  2.80354133, -2.39518505, -1.087611318628461
31,  2.71067378, -2.53292545, -1.141427567174781
32,  2.11760072, -2.47100854, -1.1550785120000078
33,  1.9423111 , -1.96437442, -1.076519018312253
34,  2.40239191, -2.79961893, -1.3283593137449632
35,  2.83173612, -2.29672423, -1.0526580187398513
36,  2.5884574 , -1.74330157, -0.9351280880252174
37,  2.68808214, -1.75809962, -0.9466938381026311
38,  2.53006263, -2.37219325, -1.0308736463983952
39,  3.03126125, -2.68727877, -1.3699617227016092
40,  2.52561194, -2.40872716, -1.0486681785828338
41,  2.47412403, -3.23386665, -1.8088734303733394
42,  2.49091404, -2.51256605, -1.1065983954248255
43,  2.94452891, -2.06420394, -1.0312229768910512
44,  2.0148888, -3.109084 , -1.7675470377262137
45,  2.0776743 , -1.80222502, -1.0128980070558935
46,  3.09440006, -2.49307176, -1.2714613033453606
47,  2.40919866, -2.35531769, -1.0267180748023563
48,  2.33862869, -2.44994959, -1.083181158781707
49,  2.73112295, -2.38859649, -1.0650107062258813
50,  2.71745415, -2.42647362, -1.0811689225147247
51,  2.23889582, -1.73586238, -0.9664968074576902
52,  2.95881001, -2.23319724, -1.0797020472658088
53,  2.52670968, -2.34253825, -1.0172152860734267
54,  2.72042234, -2.54252961, -1.1496536850738317
55,  2.1854929 , -1.94915757, -0.9696041242035355
56,  2.95043263, -2.65137587, -1.3026661557635408
57,  3.10591248, -2.84797425, -1.5518310924364145
58,  1.8437023 , -2.75421761, -1.4991457279589517
59,  2.85783056, -2.93787818, -1.5215554474022788
60,  2.91543678, -2.6689427 , -1.3008688316014678
61,  1.77012378, -2.40047932, -1.3105379590969386
62,  2.23219867, -2.54528354, -1.1629927309293426
63,  2.88867272, -2.42549987, -1.1325468330578417
64,  2.20491682, -3.16333999, -1.7604895445258788
65,  2.56307374, -2.65040797, -1.2024837417335892
66,  2.09677024, -3.16582874, -1.801396859312729
67,  2.91811922, -2.5003297 , -1.1865482481302148
68,  2.79422643, -2.51929373, -1.1539854912045475
69,  2.46669239, -2.61640889, -1.1761140789082598
70,  2.89463427, -2.41471176, -1.1292707326033042
71,  2.46313063, -2.27418527, -0.9896255156077752
72,  2.69745949, -1.86400334, -0.9390815383968352
73,  2.65164546, -2.61878559, -1.1887630712865234
74,  1.95050839, -2.48644784, -1.2418695847407393
75,  2.27250308, -2.20052945, -0.9899749329033793
76,  2.5939975 , -2.36113181, -1.0296775723690963
77,  3.01407538, -1.67950146, -1.0753850837513148
78,  1.80161956, -3.03672438, -1.8088773063789452
79,  2.663451  , -3.02668075, -1.5670014071620288
80,  2.54245851, -2.59363664, -1.1604057913235517
81,  2.60235466, -2.97187622, -1.4986360883556733
82,  2.22240298, -2.18794411, -0.9989244901162266
83,  2.48820307, -2.36200433, -1.0257321186872113
84,  2.78639955, -2.97060809, -1.533051721405283
85,  2.69174271, -2.87400311, -1.411662192552243
86,  2.56665523, -2.36530275, -1.0294133181769833
87,  2.5204345 , -1.99978405, -0.9241257463281712
88,  2.82284835, -2.33033318, -1.0636473857993671
89,  2.21794045, -2.01353757, -0.9651627193081475
90,  2.6878937 , -2.08892287, -0.95443648034012
91,  2.48624382, -1.75249649, -0.929911792651857
92,  2.84414505, -1.99828179, -0.9829860969077344
93,  2.18600188, -1.63961582, -1.002135902552409
94,  2.54619169, -2.87535992, -1.3956688517916152
95,  1.99258813, -2.18111168, -1.087183824033788
96,  2.51894423, -2.2831585 , -0.9925231935940286
97,  2.52812819, -3.45213495, -2.1238955849550036
98,  2.87004758, -2.4562484 , -1.1421122835046784
99,  3.24054969, -2.51034936, -1.3794086201862825
0,  2.11855072, -2.24888837, -1.0525518573268242
1,  2.83390591, -2.42446666, -1.1122177486794724
2,  2.32216809, -2.57226301, -1.1607194067108595
3,  2.97381641, -2.62093853, -1.2910657065841287
4,  2.67970531, -2.26075128, -1.0001562760654341
5,  2.7313124 , -1.72730031, -0.9606038395087165
6,  2.57784328, -2.87261285, -1.3949562023173852
7,  3.04996397, -2.08194453, -1.0867206264496518
8,  2.61956304, -2.26948046, -0.9943440968085998
9,  2.92679741, -3.06958553, -1.6939817043155205
10,  2.53522741, -2.17341495, -0.9569368848594743
11,  3.05051478, -2.6034582 , -1.317898520009135
12,  3.08707168, -2.05876595, -1.1038684258385039
13,  2.86807743, -2.83779444, -1.426408238831531
14,  2.17996008, -2.14958037, -1.0012964897724907
15,  2.3377961 , -2.64950664, -1.212973688204292
16,  3.05796106, -2.67232086, -1.3728385609530909
17,  3.06467323, -2.31620073, -1.1649779872776431
18,  3.10462964, -2.03120666, -1.110334625874152
19,  2.82882363, -2.26054773, -1.0379983543995623
20,  2.92247092, -2.97472287, -1.5856939953920293
21,  3.03444833, -2.31490083, -1.1478273888422943
22,  3.28516383, -2.5186305 , -1.4185315026444925
23,  2.94552171, -2.08737614, -1.0357382405016646
24,  2.82572833, -2.90148964, -1.4734787547769896
25,  2.52966868, -2.33893234, -1.0157094501308452
26,  2.78083798, -2.58740581, -1.19463689006089
27,  2.01444249, -2.44660502, -1.1862101050197864
28,  2.4460274 , -2.13208209, -0.9473261016161313
29,  2.38358117, -1.75799147, -0.935798416848157
30,  2.94871048, -2.25446842, -1.0824330086533684
31,  2.67901906, -2.55168574, -1.1473095992120714
32,  2.21746633, -2.61560999, -1.2148999988331952
33,  2.08745771, -1.93049565, -1.0044990968714418
34,  2.44360498, -2.6264594 , -1.1844003659676756
35,  2.92645   , -2.39019441, -1.1300136156350888
36,  2.88282616, -1.7867068 , -0.9986341425783009
37,  2.85618248, -1.78858239, -0.9885784549567685
38,  2.50372937, -2.59283021, -1.158952334095711
39,  3.02613686, -2.68490256, -1.365384543151085
40,  2.49469719, -2.61944967, -1.1777565105220191
41,  2.40058767, -2.92512496, -1.449320527951592
42,  2.63827829, -2.46423993, -1.0876823241616278
43,  2.94916251, -2.42328853, -1.1567274557214022
44,  2.4870084 , -3.02072995, -1.5470407348919832
45,  2.24622637, -1.80144765, -0.955995342184382
46,  2.8899534 , -2.68536752, -1.3033714283878242
47,  2.53700354, -2.25755862, -0.9835472479656103
48,  2.34678652, -2.593763  , -1.171329266633029
49,  2.7083044 , -2.40717186, -1.0692455423076976
50,  2.92473942, -2.32380385, -1.098945173127078
51,  2.2602147 , -1.81540906, -0.9512648405030267
52,  3.06033072, -2.49086065, -1.2504819442964714
53,  2.50430395, -2.21432805, -0.9683488565492661
54,  2.63477038, -2.40131597, -1.0536789099557469
55,  2.31333836, -2.03970007, -0.9461178719788162
56,  2.93667765, -2.6529413 , -1.2977425227313768
57,  3.14697128, -2.60532144, -1.3769636212052085
58,  2.04254942, -2.52943691, -1.2216644586613818
59,  2.74410655, -2.77351753, -1.330248976291501
60,  2.86831135, -2.68630229, -1.2959008002446133
61,  1.92396154, -2.60052367, -1.3302153941148198
62,  2.35261573, -2.36449739, -1.0376785057954838
63,  2.87760878, -2.47080658, -1.1531428055153672
64,  2.3544055 , -2.86620637, -1.3963147906170295
65,  2.55930437, -2.50247543, -1.102185362061247
66,  2.54620933, -2.86811577, -1.3886302569709985
67,  2.8733712 , -2.64937092, -1.269419950530321
68,  2.78626599, -2.56272734, -1.179516408144823
69,  2.62140698, -2.6639933 , -1.2181512417388554
70,  2.72768055, -2.5818051 , -1.177286846532737
71,  2.65582948, -2.24971359, -0.9922297460321263
72,  2.580278  , -1.99967091, -0.9271279567125408
73,  2.86518036, -2.73409788, -1.3334765173958836
74,  2.08908414, -2.62141013, -1.2635807420544551
75,  2.3782667 , -2.21365546, -0.9755379067249244
76,  2.52475909, -2.24120658, -0.9774560054178564
77,  2.82630198, -1.76086043, -0.9818549346863041
78,  2.32873556, -3.02294466, -1.564106637815257
79,  2.71596879, -2.93880796, -1.4818207841792046
80,  2.47077267, -2.49681886, -1.0974620277658698
81,  2.51825752, -2.88952434, -1.4086844084713064
82,  2.43296533, -2.19660438, -0.9651724351649654
83,  2.82110141, -2.23039585, -1.0250722983634826
84,  2.79506143, -2.87123616, -1.4341189938107681
85,  2.70872096, -2.83352598, -1.3764561307002574
86,  2.57062885, -2.3033357 , -1.002772593505261
87,  2.70197798, -2.07682779, -0.9549701195822519
88,  3.05906811, -2.23681716, -1.131940012205489
89,  2.46598283, -2.17609396, -0.9576310555908883
90,  2.94039159, -2.00659764, -1.0215924388305664
91,  2.81308061, -1.8188747 , -0.9712389238721965
92,  2.81137064, -1.94635507, -0.9684887665099318
93,  2.61158304, -1.69730835, -0.9457058742185093
94,  2.56005418, -2.84116724, -1.3636396737378298
95,  2.04829446, -2.45447528, -1.1746788951715024
96,  2.4295161 , -2.16194263, -0.9557294935586447
97,  2.52303169, -3.10905071, -1.6501055722963192
98,  2.7082499 , -2.30001992, -1.0206305107351186
99,  3.2218801 , -2.69167058, -1.4928651264364843
0,  2.21635047, -2.14718302, -0.9897167832167795
1,  2.736756  , -2.40476974, -1.0743614783807582
2,  2.39107717, -2.50537536, -1.1081102857784622
3,  2.91819583, -2.50537395, -1.189621217353621
4,  2.61781266, -2.22667304, -0.9792360836465244
5,  2.93560277, -1.81403991, -1.0175079898791706
6,  2.60541104, -2.74343046, -1.2801817443379182
7,  3.07688679, -2.30043508, -1.1655118398396676
8,  2.85297753, -2.27024704, -1.0497765366193315
9,  3.04842237, -2.86692342, -1.536792535104529
10,  2.56579725, -2.37479761, -1.0338195575221387
11,  2.90562413, -2.63035136, -1.2679105536695003
12,  3.04530923, -2.03976972, -1.077387397558934
13,  2.76684214, -2.71416393, -1.2859723464528743
14,  2.20866927, -2.18510002, -1.002016341809112
15,  2.33645239, -2.52901208, -1.1301405450170288
16,  3.04624541, -2.66711766, -1.3623653079002283
17,  2.92849854, -2.30631613, -1.0932904302922222
18,  3.07214482, -1.98622816, -1.0863310268411814
19,  2.84914027, -2.19281975, -1.0227597008774114
20,  2.9315276 , -2.93398743, -1.5466115685699329
21,  3.08188395, -2.21977559, -1.139361211609035
22,  3.24015523, -2.55232891, -1.405619916628717
23,  2.94003031, -2.11542563, -1.038955972554405
24,  2.82930893, -2.86316567, -1.4370047688557754
25,  2.46672397, -2.24220732, -0.978045105776917
26,  2.96676598, -2.44741496, -1.1777053411792162
27,  2.0955241 , -2.26015112, -1.0655933241634528
28,  2.4231238 , -2.16463498, -0.9569093456297215
29,  2.44541999, -1.78383267, -0.9271754458847782
30,  3.01617283, -2.17772262, -1.090720654399046
31,  2.67323859, -2.45869307, -1.0900133088484798
32,  2.2548919 , -2.62423962, -1.2112390347640227
33,  2.18350704, -1.92365601, -0.9693022319305544
34,  2.50236198, -2.40269116, -1.0452905263519108
35,  2.9153795 , -2.40536403, -1.1329049994571232
36,  2.99464557, -1.82290106, -1.0442477764496376
37,  2.86139613, -1.83025128, -0.9866745556701972
38,  2.50097378, -2.6159595 , -1.1752380101657134
39,  2.88630719, -2.57300209, -1.220021067371311
40,  2.49172944, -2.63895171, -1.1919975470544946
41,  2.36274007, -2.73979425, -1.2809858664676785
42,  2.71742359, -2.43435215, -1.0853411543354345
43,  2.93899314, -2.57587393, -1.2436988067354136
44,  2.75400006, -2.95386347, -1.5065106580420604
45,  2.35043539, -1.8174457 , -0.9335309255255416
46,  2.79490891, -2.75729746, -1.329903631130437
47,  2.60855082, -2.20519645, -0.9714026107001096
48,  2.35960006, -2.603784  , -1.1764505603511215
49,  2.68464035, -2.35498635, -1.0394908510855054
50,  2.99896075, -2.28085916, -1.1159462942717668
51,  2.31517417, -1.86573094, -0.9366060112727674
52,  3.04086539, -2.52788978, -1.2623290060544308
53,  2.492446  , -2.14572361, -0.9491571103509062
54,  2.58392903, -2.32063414, -1.0109271138854896
55,  2.39218678, -2.10134814, -0.9450209142873035
56,  2.83460476, -2.54668385, -1.1840187071019561
57,  3.15138704, -2.46289315, -1.2895154204711519
58,  2.17093065, -2.39866555, -1.0974155187659778
59,  2.55674983, -2.63275568, -1.1890142518402713
60,  2.82419684, -2.55524145, -1.1861610107515643
61,  1.99074256, -2.61958453, -1.307511047812222
62,  2.42598122, -2.26231199, -0.9873129105995603
63,  2.79097716, -2.37696577, -1.0750205624890852
64,  2.44418939, -2.68833433, -1.2312314507600313
65,  2.55638314, -2.28291816, -0.9938412210181125
66,  2.79792465, -2.6898892 , -1.275280553042641
67,  2.84495664, -2.65637591, -1.2644883344331463
68,  2.72401253, -2.44420378, -1.092108218919633
69,  2.64117633, -2.65333596, -1.2126614430437823
70,  2.65192753, -2.64665654, -1.209227512644012
71,  2.73351277, -2.24262538, -1.0048987139176122
72,  2.51320291, -2.08855288, -0.9368017860070612
73,  2.87688678, -2.72965841, -1.3341268973245968
74,  2.14209694, -2.62802256, -1.247994255273487
75,  2.44251045, -2.22571433, -0.9736359686949775
76,  2.45848607, -2.15389254, -0.9520309486041493
77,  2.71409968, -1.82578131, -0.944612076650229
78,  2.63365623, -2.9966772 , -1.5292209636238616
79,  2.61474171, -2.83992804, -1.3672537231322237
80,  2.43209567, -2.43875782, -1.0663740253120668
81,  2.47133933, -2.82932883, -1.3511752914192847
82,  2.55462284, -2.20661043, -0.9674353380778093
83,  2.99655599, -2.15944572, -1.0758785007632885
84,  2.79221507, -2.80214553, -1.3685666355267467
85,  2.64400601, -2.7150894 , -1.2614927666925455
86,  2.59102721, -2.20749637, -0.9703585192996718
87,  2.77335497, -2.11911524, -0.9803057461592922
